Name:            Clone of:
vip64            c64
vipclub          orangec
viprp1h          viprp1
viprp1hk         viprp1
viprp1j          viprp1
viprp1k          viprp1
viprp1oj         viprp1
viprp1ot         viprp1
viprp1pt         viprp1
viprp1s          viprp1
viprp1t          viprp1
viprp1u          viprp1
viprp1ua         viprp1
viprsega_102     viprsega
virnbao          virnba
virnbap          virnba
virnbapa         virnba
visicom          studio2
visor            pilot1k
vlcno_1a         vlcno_1c
vlcno_1b         vlcno_1c
vliner53         vliner
vliner54         vliner
vliner6e         vliner
vliner7e         vliner
vlsi5            ibm5170
vmdtbase         database
vmetaln          vmetal
volfiedj         volfied
volfiedjo        volfied
volfiedo         volfied
volfiedu         volfied
volfieduo        volfied
von254g          von2
von2a            von2
von2o            von2
vonj             von
vonr             von
vonu             von
voyagers         voyager
vp111            vip
vpcii            ibm5150
vpool            hustler
vreadercaen      vreader
vreadercafr      vreader
vs10yard         10yard
vs10yardj        10yard
vs10yardu        10yard
vs215            vs2
vs215o           vs2
vs29815          vs298
vs299            vs2v991
vs29915          vs2v991
vs29915a         vs2v991
vs29915j         vs2v991
vs299a           vs2v991
vs299j           vs2v991
vs2_2ko          vs2_2k
vs42006b         vs42006
vs4e             vs4
vs4eo            vs4
vs4jc            vs4j
vs4o             vs4
vsaturn          saturn
vsav2d           vsav2
vsava            vsav
vsavb            vsav
vsavd            vsav
vsavh            vsav
vsavj            vsav
vsavu            vsav
vsbballj         vsbball
vsbballja        vsbball
vsbballjb        vsbball
vscompmj         jongpute
vsmilebf         vsmileb
vsmilebfp        vsmileb
vsmilebg         vsmileb
vsmilebs         vsmileb
vsmilebsw        vsmileb
vsmilem          vsmile
vsnetscra        vsnetscr
vsnetscreb       vsnetscr
vsnetscrj        vsnetscr
vsnetscru        vsnetscr
vspinbalj        vspinbal
vssoccera        vssoccer
vstennisa        vstennis
vstennisb        vstennis
vstrik3co        vstrik3c
vstrikero        vstriker
vt100ac          vt100
vt101            vt102
vt105            vt100
vt131            vt102
vt180            vt100
vt220a           vt220
vulcana          vulcan
vulcanb          vulcan
vulgusa          vulgus
vulgusj          vulgus
vz200            laser210
vz2000           crvision
vz200de          laser200
vz300            laser310
walk386dx        ibm5170
walk386sx        ibm5170
wallca           wallc
wamazona         wamazon
wamazonv         wamazon
wangmid2j        wangmid2
wangmid2ja       wangmid2
wangmid2o        wangmid2
wangmidj         wangmid
warcadia         nyny
wardnerb         wardner
wardnerj         wardner
wardnerjb        wardner
warfaa           warfa
warfab           warfa
warfac           warfa
wargodsa         wargods
wargodsb         wargods
warofbugg        warofbug
warofbugu        warofbug
warp1bl          warp1
warp1t           warp1
warpwarpr        warpwarp
warpwarpr2       warpwarp
warzard          redearth
warzardr1        redearth
waterwld2        waterwld
watz19           h19
waveshrk         jetwave
waveterm         eurocom2
wb31             wb3
wb31d            wb3
wb32             wb3
wb32d            wb3
wb33             wb3
wb33d            wb3
wb34             wb3
wb34d            wb3
wb35             wb3
wb35d            wb3
wb3bbl           wb3
wb3bble          wb3
wbdeluxe         wboy
wbeachvl2        wbeachvl
wbeachvl3        wbeachvl
wbeachvla        wbeachvl
wbmlb            wbml
wbmlbg           wbml
wbmlbge          wbml
wbmld            wbml
wbmljb           wbml
wbmljo           wbml
wbmljod          wbml
wbmlvc           wbml
wbmlvcd          wbml
wboy2            wboy
wboy2u           wboy
wboy3            wboy
wboy4            wboy
wboy5            wboy
wboy6            wboy
wboyblt          wboy
wboyo            wboy
wboysys2         wboy
wboysys2a        wboy
wboyu            wboy
wboyub           wboy
wcat3a           wcat3
wcbowl10         wcbowl
wcbowl11         wcbowl
wcbowl12         wcbowl
wcbowl13         wcbowl
wcbowl130        wcbowl
wcbowl13j        wcbowl
wcbowl14         wcbowl
wcbowl140        wcbowl
wcbowl15         wcbowl
wcbowl16         wcbowl
wcbowl161        wcbowl
wcbowl165        wcbowl
wcbowldx         wcbowl
wccf331e         wccf322e
wcombatb         wcombat
wcombatj         wcombat
wcombatk         wcombat
wcombatu         wcombat
wcougaru         wcougar
wcougarua        wcougar
wcougarub        wcougar
wcougaruc        wcougar
wcs_l1           wcs_l2
wcs_la2          wcs_l2
wcs_p2           wcs_l2
wcs_p3           wcs_l2
wcsoccer1a       wcsoccer
wcup14           wcup
wcvol95j         wcvol95
wcvol95x         wcvol95
wd_03r           wd_12
wd_048r          wd_12
wd_10f           wd_12
wd_10g           wd_12
wd_10r           wd_12
wd_11            wd_12
wd_12g           wd_12
weclemana        wecleman
weclemanb        wecleman
weclemanc        wecleman
welltrisj        welltris
werewildq        werewild
westgun2         sheriff
weststry         bloodbro
weststrya        bloodbro
wexpress         exprraid
wexpressb1       exprraid
wexpressb2       exprraid
wexpressb3       exprraid
wfortunea        wfortune
wg3dhfe          wg3dh
wgp2             wgp
wgpj             wgp
wgpjoy           wgp
wgpjoya          wgp
wgpu             wgp
wh1h             wh1
wh1ha            wh1
wh2h             wh2
whalecshu        whalecsh
whalecshua       whalecsh
wheregldm        wheregld
wheregldq        wheregld
wheregldsp       wheregld
whirl_l2         whirl_l3
whirl_lg3        whirl_l3
whizz            twinfalc
whodunit8        whodunit
whoopee          pipibibs
wildfangs        wildfang
willowj          willow
willowu          willow
willowuo         willow
winbidr          winbid
winbingoa        winbingo
windheata        windheat
windheatj        windheat
windheatu        windheat
wingwar360       wingwar
wingwarj         wingwar
wingwaru         wingwar
winka            wink
winner81         winner82
winner81b        winner82
winspikea        winspike
winspikej        winspike
wintbob          snowbros
wipeout2a        wipeout
wiseguy          yamyam
witchb           witch
witchcrda        witchcrd
witchcrdb        witchcrd
witchcrdc        witchcrd
witchcrdd        witchcrd
witchcrde        witchcrd
witchcrdf        witchcrd
witchcrdg        witchcrd
witchcrdh        witchcrd
witchcrdi        witchcrd
witchcrdj        witchcrd
witchgmea        witchgme
witchs           witch
witchstar        witch
wizdfireu        wizdfire
wizt             wiz
wizta            wiz
wizzard          crvision
wizzquiza        wizzquiz
wlcc             xymg
wldkicksj        wldkicks
wldkickspj       wldkicks
wldkickspw       wldkicks
wldkicksu        wldkicks
wldtexas         fpwr2_l2
wldwitcha        wldwitch
wldwitchb        wldwitch
wldwitchc        wldwitch
wldwitchd        wldwitch
wldwitche        wldwitch
wldwitchf        wldwitch
wldwitchg        wldwitch
wldwitchh        wldwitch
wldwitchi        wldwitch
wldwitchj        wldwitch
wldwitchk        wldwitch
wldwitchl        wldwitch
wldwitchm        wldwitch
wldwitchn        wldwitch
wldwitcho        wldwitch
wldwitchp        wldwitch
wldwitchq        wldwitch
wldwitchr        wldwitch
wldwitchs        wldwitch
wldwitcht        wldwitch
wldwitchu        wldwitch
wldwitchv        wldwitch
wmbulletf        wmbullet
wmega            xeye
wmegam2          xeye
wmsa             wms
wmsb             wms
wof_100a         wof_500a
wof_200a         wof_500a
wof_200f         wof_500a
wof_200g         wof_500a
wof_200i         wof_500a
wof_300a         wof_500a
wof_300f         wof_500a
wof_300g         wof_500a
wof_300i         wof_500a
wof_300l         wof_500a
wof_400a         wof_500a
wof_400f         wof_500a
wof_400g         wof_500a
wof_400i         wof_500a
wof_400l         wof_500a
wof_500f         wof_500a
wof_500g         wof_500a
wof_500i         wof_500a
wof_500l         wof_500a
wofa             wof
wofabl           wof
wofhfh           wof
wofj             wof
wofpic           wof
wofr1            wof
wofr1bl          wof
wofu             wof
wolffang         rohga
wonder3          3wonders
wondstcka        wondstck
woodpeca         woodpeck
wotwc            wotw
wowg             wow
wpc250           ibm5170
wpt_103a         wpt_1400
wpt_105a         wpt_1400
wpt_106a         wpt_1400
wpt_106f         wpt_1400
wpt_106g         wpt_1400
wpt_106i         wpt_1400
wpt_106l         wpt_1400
wpt_108a         wpt_1400
wpt_108f         wpt_1400
wpt_108g         wpt_1400
wpt_108i         wpt_1400
wpt_108l         wpt_1400
wpt_109a         wpt_1400
wpt_109f         wpt_1400
wpt_109f2        wpt_1400
wpt_109g         wpt_1400
wpt_109i         wpt_1400
wpt_109l         wpt_1400
wpt_111a         wpt_1400
wpt_111af        wpt_1400
wpt_111ai        wpt_1400
wpt_111al        wpt_1400
wpt_111f         wpt_1400
wpt_111g         wpt_1400
wpt_111gf        wpt_1400
wpt_111i         wpt_1400
wpt_111l         wpt_1400
wpt_112a         wpt_1400
wpt_112af        wpt_1400
wpt_112ai        wpt_1400
wpt_112al        wpt_1400
wpt_112f         wpt_1400
wpt_112g         wpt_1400
wpt_112gf        wpt_1400
wpt_112i         wpt_1400
wpt_112l         wpt_1400
wpt_1400af       wpt_1400
wpt_1400ai       wpt_1400
wpt_1400al       wpt_1400
wpt_1400f        wpt_1400
wpt_1400g        wpt_1400
wpt_1400gf       wpt_1400
wpt_1400i        wpt_1400
wpt_1400l        wpt_1400
wrally2a         wrally2
wrallya          wrally
wrallyat         wrally
wrallyb          wrally
wrallyc          wrally
wrestwar1        wrestwar
wrestwar1d       wrestwar
wrestwar2        wrestwar
wrestwar2d       wrestwar
wrldtour2        wrldtour
wrldtour3        wrldtour
wrungpo          wrungp
ws89             ws
ws90             ws
wschampa         wschamp
wschampb         wschamp
wscolor          wswan
wseries0         wseries
wsf3             wsf
wsjr_15          wsjr
wstrikea         wstrike
wtchjacka        wtchjack
wtchjackb        wtchjack
wtchjackc        wtchjack
wtchjackd        wtchjack
wtchjacke        wtchjack
wtchjackf        wtchjack
wtchjackg        wtchjack
wtchjackh        wtchjack
wtchjacki        wtchjack
wtchjackj        wtchjack
wthinga          wthing
wupndowna        wupndown
wupndownb        wupndown
wupndownc        wupndown
wupndownd        wupndown
ww3              redalert
ww_l2            ww_l5
ww_l3            ww_l5
ww_l4            ww_l5
ww_lh5           ww_l5
ww_lh6           ww_l5
ww_p1            ww_l5
ww_p8            ww_l5
wwallyja         wwallyj
wwallyja3p       wwallyj
wwallyjad        wwallyj
wwallyjd         wwallyj
wwaratahsp       wwaratah
wwaysm           wways
wwestern1        wwestern
wwfmaniab        wwfmania
wwfmaniac        wwfmania
wwfmaniap        wwfmania
wwfr_103         wwfr_106
wwfr_103f        wwfr_106
wwfsstarb        wwfsstar
wwfsstarj        wwfsstar
wwfsstaru4       wwfsstar
wwfsstaru6       wwfsstar
wwfsstaru7       wwfsstar
wwfwfestj        wwfwfest
wwfwfestk        wwfwfest
wwfwfestu        wwfwfest
wwfwfestu1       wwfwfest
wwfwfestub       wwfwfest
wy220001         ibm5170
wy60a            wy60
wyvernf0a        wyvernf0
wyvernwg         wivernwg
wyvernwga        wivernwg
x168             x820ii
x1turbo          x1
x1turbo40        x1
x1twin           x1
x2222o           x2222
x68030           x68000
x68ksupr         x68000
x68kxvi          x68000
x820             bigboard
xb42639          ibm5170
xb42639a         ibm5170
xb42663          ibm5170
xb42664          ibm5170
xb42664a         ibm5170
xenonf           xenon
xevi3dga         xevi3dg
xevi3dgj         xevi3dg
xevios           xevious
xeviousa         xevious
xeviousb         xevious
xeviousc         xevious
xexexa           xexex
xexexj           xexex
xfiles2          xfilesp
xfiles20         xfilesp
xfilesk          xfiles
xfilespf         xfilesp
xiprocessor      ibm5150
xmcotaa          xmcota
xmcotaar1        xmcota
xmcotaar2        xmcota
xmcotab          xmcota
xmcotah          xmcota
xmcotahr1        xmcota
xmcotaj          xmcota
xmcotaj1         xmcota
xmcotaj2         xmcota
xmcotaj3         xmcota
xmcotajr         xmcota
xmcotar1         xmcota
xmcotar1d        xmcota
xmcotau          xmcota
xmen2pa          xmen
xmen2pe          xmen
xmen2pj          xmen
xmen2pu          xmen
xmen6p           xmen
xmen6pu          xmen
xmena            xmen
xmenaa           xmen
xmenabl          xmen
xmenj            xmen
xmenja           xmen
xmenu            xmen
xmenua           xmen
xmultiplm72      xmultipl
xmvsfa           xmvsf
xmvsfar1         xmvsf
xmvsfar2         xmvsf
xmvsfar3         xmvsf
xmvsfb           xmvsf
xmvsfh           xmvsf
xmvsfj           xmvsf
xmvsfjr1         xmvsf
xmvsfjr2         xmvsf
xmvsfjr3         xmvsf
xmvsfr1          xmvsf
xmvsfu           xmvsf
xmvsfu1d         xmvsf
xmvsfur1         xmvsf
xmvsfur2         xmvsf
xsleenab         xsleena
xsleenaba        xsleena
xsleenaj         xsleena
xybots0          xybots
xybots1          xybots
xybotsf          xybots
xybotsg          xybots
y503iiire        y503iiir
y503iir          yis503
y503iir2         yis503
y805128          y805256
y805128r2        y805256
y805128r2e       y805256
yachtmn          mermaid
yamato2          yamato
yamyamk          yamyam
yanchamr         kidniki
yankeedo         mrdo
yellowcbb        kamikcab
yellowcbj        kamikcab
yiear2           yiear
yieartf          yiear
yis503f          yis503
yis503ii         yis503
yosakdona        yosakdon
yosimotm         yosimoto
youkaidk1        shadowld
youkaidk2        shadowld
youma            ninjemak
youma2           ninjemak
youmab           ninjemak
youmab2          ninjemak
yukiwo           masterw
yukon1           yukon
z1013a2          z1013
z1013k69         z1013
z1013k76         z1013
z1013s60         z1013
z80net           z80ne
z80netb          z80ne
z80netf          z80ne
z88ch            z88
z88de            z88
z88dk            z88
z88es            z88
z88fi            z88
z88fr            z88
z88it            z88
z88no            z88
z88se            z88
z88tr            z88
zarza1           zarza
zarzon           satansat
zavigaj          zaviga
zaxxon2          zaxxon
zaxxon3          zaxxon
zaxxonb          zaxxon
zaxxonj          zaxxon
zdsupers         ibm5150
zdz150           ibm5150
zdz160           ibm5150
zdz180           ibm5150
zdz248           ibm5170
zekepeak         icecold
zeos386sx        ibm5170
zephya           zephy
zero             defender
zero2            defender
zeroguna         zerogun
zerogunaj        zerogun
zerogunj         zerogun
zerohoura        zerohour
zerohouri        zerohour
zeropnta         zeropnt
zeropntj         zeropnt
zeroteama        zeroteam
zeroteamb        zeroteam
zeroteamc        zeroteam
zeroteamd        zeroteam
zeroteams        zeroteam
zeroteamsr       zeroteam
