"Group","SHA1","ID","Folder","FileName","Title","TransliteratedName","SortTitle","Version","Year","Publisher","Zone","DumpStatus","DumpInfo","Fixed","Trainer","Translation","Pirate","Cracked","Modified","Hack"
005,,005,,,005,,,,,,,,,,,,,,,,,,
coronatn,,coronatn,,,"Coronation Street Quiz Game",,,,,,,,,,,,,,,,,,
cosmccop,,cosmccop,,,"Cosmic Cop",,,(World),,,,,,,,,,,,,,,
cosmccop,,gallop,,,"Gallop - Armed Police Unit",,,"(Japan, M72)",,,,,,,,,,,,,,,
cosmica,,cosmica2,,,"Cosmic Alien",,,"(early version II?)",,,,,,,,,,,,,,,
cosmica,,cosmica,,,"Cosmic Alien",,,"(version II)",,,,,,,,,,,,,,,
cosmicg,,cosmicgi,,,"Cosmic Guerilla",,,"(Spanish bootleg)",,,,,,,,,,,,,,,
cosmicg,,cosmicg,,,"Cosmic Guerilla",,,,,,,,,,,,,,,,,,
cosmo,,cosmo,,,Cosmo,,,,,,,,,,,,,,,,,,
cosmogng,,cosmogng,,,"Cosmo Gang the Video",,,(US),,,,,,,,,,,,,,,
cosmogng,,cosmogngj,,,"Cosmo Gang the Video",,,(Japan),,,,,,,,,,,,,,,
cosmos,,cosmos,,,Cosmos,,,,,,,,,,,,,,,,,,
cotton,,cotton,,,Cotton,,,"(set 4, World) (FD1094 317-0181a)",,,,,,,,,,,,,,,
cotton,,cottonja,,,Cotton,,,"(set 1, Japan, Rev A) (FD1094 317-0179a)",,,,,,,,,,,,,,,
cotton,,cottonj,,,Cotton,,,"(set 2, Japan, Rev B) (FD1094 317-0179b)",,,,,,,,,,,,,,,
cotton,,cottonu,,,Cotton,,,"(set 3, US) (FD1094 317-0180)",,,,,,,,,,,,,,,
cotton,,cottonjd,,,Cotton,,,"(set 2, Japan, Rev B) (bootleg of FD1094 317-0179b set)",,,,,,,,,,,,,,,
cotton,,cottonjad,,,Cotton,,,"(set 1, Japan, Rev A) (bootleg of FD1094 317-0179a set)",,,,,,,,,,,,,,,
cotton2,,cotton2,,,"Cotton 2",,,"(JUET 970902 V1.000)",,,,,,,,,,,,,,,
cottonbm,,cottonbm,,,"Cotton Boomerang",,,"(JUET 980709 V1.000)",,,,,,,,,,,,,,,
countrun,,countrunb2,,,"Counter Run",,,"(bootleg set 2)",,,,,,,,,,,,,,,
countrun,,countrunb,,,"Counter Run",,,"(bootleg set 1)",,,,,,,,,,,,,,,
countrun,,countrun,,,"Counter Run",,,"(NS6201-A 1988.3)",,,,,,,,,,,,,,,
countryc,,countryc,,,"Country Club",,,,,,,,,,,,,,,,,,
couple,,couplep,,,"The Couples",,,"(set 2)",,,,,,,,,,,,,,,
couple,,couple,,,"The Couples",,,"(set 1)",,,,,,,,,,,,,,,
couple,,couplei,,,"The Couples",,,"(set 3)",,,,,,,,,,,,,,,
cpoker,,cpokert,,,"Champion Poker",,,(v200G),,,,,,,,,,,,,,,
cpoker,,cpoker,,,"Champion Poker",,,(v220I),,,,,,,,,,,,,,,
cpoker,,cpokerx,,,"Champion Poker",,,(v100),,,,,,,,,,,,,,,
cpokerpk,,cpokerpk,,,"Champion Italian PK",,,"(bootleg, blue board)",,,,,,,,,,,,,,,
cpokerpk,,citalcup,,,"Champion Italian Cup",,,"(bootleg V220IT)",,,,,,,,,,,,,,,
cpokerpk,,cpokerpkg,,,"Champion Italian PK",,,"(bootleg, green board)",,,,,,,,,,,,,,,
cppicf,,cppicf,,,"Peter Pepper's Ice Cream Factory",,,"(DECO Cassette) (US) (set 1)",,,,,,,,,,,,,,,
cppicf,,cppicf2,,,"Peter Pepper's Ice Cream Factory",,,"(DECO Cassette) (US) (set 2)",,,,,,,,,,,,,,,
cprobowl,,cprobowl,,,"Pro Bowling",,,"(DECO Cassette) (US)",,,,,,,,,,,,,,,
cprogolf,,cprogolf,,,"Tournament Pro Golf",,,"(DECO Cassette) (US)",,,,,,,,,,,,,,,
cprogolf,,cprogolfj,,,"Tournament Pro Golf",,,"(DECO Cassette) (Japan)",,,,,,,,,,,,,,,
cprogolf,,cprogolf18,,,"18 Challenge Pro Golf",,,"(DECO Cassette) (Japan)",,,,,,,,,,,,,,,
cpsoccer,,cpsoccer,,,"Pro Soccer",,,"(DECO Cassette) (US)",,,,,,,,,,,,,,,
cpsoccer,,cpsoccerj,,,"Pro Soccer",,,"(DECO Cassette) (Japan)",,,,,,,,,,,,,,,
cptennis,,cptennis,,,"Pro Tennis",,,"(DECO Cassette) (US)",,,,,,,,,,,,,,,
cracksht,,cracksht,,,Crackshot,,,"(version 2.0)",,,,,,,,,,,,,,,
crash,,crash,,,Crash,,,,,,,,,,,,,,,,,,
crash,,smash,,,Smash,,,"(Crash bootleg)",,,,,,,,,,,,,,,
crater,,crater,,,"Crater Raider",,,,,,,,,,,,,,,,,,
crazybon,,crazybon,,,"Crazy Bonus 2002",,,,,,,,,,,,,,,,,,
crazyfgt,,crazyfgt,,,"Crazy Fight",,,,,,,,,,,,,,,,,,
crazywar,,crazywar,,,"Crazy War",,,,,,,,,,,,,,,,,,
crbaloon,,crbaloon2,,,"Crazy Balloon",,,"(set 2)",,,,,,,,,,,,,,,
crbaloon,,crbaloon,,,"Crazy Balloon",,,"(set 1)",,,,,,,,,,,,,,,
crgolf,,crgolfa,,,"Crowns Golf",,,(834-5419-03),,,,,,,,,,,,,,,
crgolf,,crgolfc,,,"Champion Golf",,,,,,,,,,,,,,,,,,
crgolf,,crgolf,,,"Crowns Golf",,,(834-5419-04),,,,,,,,,,,,,,,
crgolf,,crgolfb,,,"Crowns Golf",,,"(set 3)",,,,,,,,,,,,,,,
crgolf,,crgolfbt,,,"Champion Golf",,,(bootleg),,,,,,,,,,,,,,,
crgolfhi,,crgolfhi,,,"Crowns Golf in Hawaii",,,,,,,,,,,,,,,,,,
crimec,,crimecu,,,"Crime City",,,(US),,,,,,,,,,,,,,,
crimec,,crimecj,,,"Crime City",,,(Japan),,,,,,,,,,,,,,,
crimec,,crimec,,,"Crime City",,,(World),,,,,,,,,,,,,,,
crimep2,,crimep2_11,,,"Crime Patrol 2: Drug Wars v1.1",,,,,,,,,,,,,,,,,,
crimep2,,crimep2,,,"Crime Patrol 2: Drug Wars v1.3",,,,,,,,,,,,,,,,,,
crimepat,,crimepat_14,,,"Crime Patrol v1.4",,,,,,,,,,,,,,,,,,
crimfght,,crimfghtj,,,"Crime Fighters",,,"(Japan 2 Players)",,,,,,,,,,,,,,,
crimfght,,crimfght,,,"Crime Fighters",,,"(World 2 players)",,,,,,,,,,,,,,,
critcrsh,,critcrsh,,,"Critter Crusher",,,"(EA 951204 V1.000)",,,,,,,,,,,,,,,
crkdown,,crkdownu,,,"Crack Down",,,"(US, Floppy Based, FD1094 317-0058-04d)",,,,,,,,,,,,,,,
crkdown,,crkdownj,,,"Crack Down",,,"(Japan, Floppy Based, FD1094 317-0058-04b Rev A)",,,,,,,,,,,,,,,
crkdown,,crkdown,,,"Crack Down",,,"(World, Floppy Based, FD1094 317-0058-04c)",,,,,,,,,,,,,,,
crospang,,crospang,,,"Cross Pang",,,,,,,,,,,,,,,,,,
crossbow,,crossbow,,,Crossbow,,,"(version 2.0)",,,,,,,,,,,,,,,
croupier,,croupiera,,,Croupier,,,"(Playmark Roulette v.09.04)",,,,,,,,,,,,,,,
croupier,,croupier,,,Croupier,,,"(Playmark Roulette v.20.05)",,,,,,,,,,,,,,,
crsbingo,,crsbingo,,,"Poker Carnival",,,,,,,,,,,,,,,,,,
crshrace,,crshrace,,,"Lethal Crash Race",,,"(set 1)",,,,,,,,,,,,,,,
crshrace,,crshrace2,,,"Lethal Crash Race",,,"(set 2)",,,,,,,,,,,,,,,
crsword,,crsword,,,"Crossed Swords",,,"(ALM-002 ~ ALH-002)",,,,,,,,,,,,,,,
crush,,crush2,,,"Crush Roller",,,"(set 2)",,,,,,,,,,,,,,,
crush,,crush3,,,"Crush Roller",,,"(set 3)",,,,,,,,,,,,,,,
crush,,crush,,,"Crush Roller",,,"(set 1)",,,,,,,,,,,,,,,
crush,,mbrush,,,"Magic Brush",,,"(bootleg of Crush Roller)",,,,,,,,,,,,,,,
crush,,korosuke,,,"Korosuke Roller",,,(Japan),,,,,,,,,,,,,,,
crush,,crushbl3,,,"Crush Roller",,,"(bootleg set 3)",,,,,,,,,,,,,,,
crush,,crushrlf,,,"Crush Roller",,,"(Famaresa PCB)",,,,,,,,,,,,,,,
crush,,crushs,,,"Crush Roller",,,"(bootleg set 4)",,,,,,,,,,,,,,,
crush,,crush4,,,"Crush Roller",,,"(set 4)",,,,,,,,,,,,,,,
crush,,crushbl,,,"Crush Roller",,,"(bootleg set 1)",,,,,,,,,,,,,,,
crush,,crushbl2,,,"Crush Roller",,,"(bootleg set 2)",,,,,,,,,,,,,,,
crush,,paintrlr,,,"Paint Roller",,,"(bootleg of Crush Roller)",,,,,,,,,,,,,,,
crush,,maketrxb,,,"Make Trax",,,"(US set 2)",,,,,,,,,,,,,,,
crush,,maketrax,,,"Make Trax",,,"(US set 1)",,,,,,,,,,,,,,,
crusnexo,,crusnexo,,,"Cruis'n Exotica",,,"(version 2.4)",,,,,,,,,,,,,,,
crusnexo,,crusnexob,,,"Cruis'n Exotica",,,"(version 1.6)",,,,,,,,,,,,,,,
crusnusa,,crusnusa40,,,"Cruis'n USA",,,"(rev L4.0)",,,,,,,,,,,,,,,
crusnusa,,crusnusa,,,"Cruis'n USA",,,"(rev L4.1)",,,,,,,,,,,,,,,
crusnusa,,crusnusa21,,,"Cruis'n USA",,,"(rev L2.1)",,,,,,,,,,,,,,,
crusnwld,,crusnwld23,,,"Cruis'n World",,,"(rev L2.3)",,,,,,,,,,,,,,,
crusnwld,,crusnwld24,,,"Cruis'n World",,,"(rev L2.4)",,,,,,,,,,,,,,,
crusnwld,,crusnwld17,,,"Cruis'n World",,,"(rev L1.7)",,,,,,,,,,,,,,,
crusnwld,,crusnwld13,,,"Cruis'n World",,,"(rev L1.3)",,,,,,,,,,,,,,,
crusnwld,,crusnwld,,,"Cruis'n World",,,"(rev L2.5)",,,,,,,,,,,,,,,
crusnwld,,crusnwld20,,,"Cruis'n World",,,"(rev L2.0)",,,,,,,,,,,,,,,
cryptklr,,cryptklr,,,"Crypt Killer",,,"(GQ420 UAA)",,,,,,,,,,,,,,,
crysbios,,crysbios,,,"Crystal System BIOS",,,,,,,,,,,,,,,,,,
crysking,,crysking,,,"The Crystal of Kings",,,,,,,,,,,,,,,,,,
crystal2,,crystal2,,,"Crystal Gal 2",,,"(Japan 860620)",,,,,,,,,,,,,,,
crystalg,,crystalg,,,"Crystal Gal",,,"(Japan 860512)",,,,,,,,,,,,,,,
crzcross,,puzldama,,,"Taisen Puzzle-dama",,,"(ver JAA)",,,,,,,,,,,,,,,
crzcross,,crzcross,,,"Crazy Cross",,,"(ver EAA)",,,,,,,,,,,,,,,
crzrally,,crzrallyg,,,"Crazy Rally",,,"(Gecas license)",,,,,,,,,,,,,,,
crzrally,,crzrallya,,,"Crazy Rally",,,"(set 2)",,,,,,,,,,,,,,,
crzrally,,crzrally,,,"Crazy Rally",,,"(set 1)",,,,,,,,,,,,,,,
csclub,,cscluba,,,"Capcom Sports Club",,,"(Asia 970722)",,,,,,,,,,,,,,,
csclub,,csclub1,,,"Capcom Sports Club",,,"(Euro 970722)",,,,,,,,,,,,,,,
csclub,,csclub,,,"Capcom Sports Club",,,"(Euro 971017)",,,,,,,,,,,,,,,
csclub,,csclubjy,,,"Capcom Sports Club",,,"(Japan 970722, yellow case)",,,,,,,,,,,,,,,
csclub,,csclubj,,,"Capcom Sports Club",,,"(Japan 970722)",,,,,,,,,,,,,,,
csclub,,csclubh,,,"Capcom Sports Club",,,"(Hispanic 970722)",,,,,,,,,,,,,,,
cscrtry,,cscrtry2,,,"Scrum Try",,,"(DECO Cassette) (US) (set 2)",,,,,,,,,,,,,,,
cscrtry,,cscrtry,,,"Scrum Try",,,"(DECO Cassette) (US) (set 1)",,,,,,,,,,,,,,,
csdtenis,,csdtenis,,,"Super Doubles Tennis",,,"(DECO Cassette) (Japan)",,,,,,,,,,,,,,,
cshift,,cshift,,,"Chicken Shift",,,,,,,,,,,,,,,,,,
csilver,,csilver,,,"Captain Silver",,,(World),,,,,,,,,,,,,,,
csilver,,csilverj,,,"Captain Silver",,,(Japan),,,,,,,,,,,,,,,
csk227it,,csk227it,,,"Champion Skill",,,"(with Ability)",,,,,,,,,,,,,,,
csk227it,,csk234it,,,"Champion Skill",,,"(Ability, Poker & Symbols)",,,,,,,,,,,,,,,
cskater,,cskater,,,Skater,,,"(DECO Cassette) (Japan)",,,,,,,,,,,,,,,
csprint,,csprint1,,,"Championship Sprint",,,"(rev 1)",,,,,,,,,,,,,,,
csprint,,csprints,,,"Championship Sprint",,,"(Spanish, rev 2)",,,,,,,,,,,,,,,
csprint,,csprintg1,,,"Championship Sprint",,,"(German, rev 1)",,,,,,,,,,,,,,,
csprint,,csprintg,,,"Championship Sprint",,,"(German, rev 2)",,,,,,,,,,,,,,,
csprint,,csprints1,,,"Championship Sprint",,,"(Spanish, rev 1)",,,,,,,,,,,,,,,
csprint,,csprint,,,"Championship Sprint",,,"(rev 3)",,,,,,,,,,,,,,,
csprint,,csprint2,,,"Championship Sprint",,,"(rev 2)",,,,,,,,,,,,,,,
csprint,,csprintf,,,"Championship Sprint",,,(French),,,,,,,,,,,,,,,
cstlevna,,cstlevna,,,"Vs. Castlevania",,,,,,,,,,,,,,,,,,
cstripxi,,cstripxi,,,"Casino Strip XI",,,,,,,,,,,,,,,,,,
csuperas,,csuperas,,,"Super Astro Fighter",,,"(DECO Cassette) (US)",,,,,,,,,,,,,,,
cterrani,,cterrani,,,Terranean,,,"(DECO Cassette) (US)",,,,,,,,,,,,,,,
ctisland,,ctisland3,,,"Treasure Island",,,"(DECO Cassette) (unk)",,,,,,,,,,,,,,,
ctisland,,ctisland,,,"Treasure Island",,,"(DECO Cassette) (US) (set 1)",,,,,,,,,,,,,,,
ctisland,,ctisland2,,,"Treasure Island",,,"(DECO Cassette) (US) (set 2)",,,,,,,,,,,,,,,
ctomaday,,ctomaday,,,"Captain Tomaday",,,,,,,,,,,,,,,,,,
ctornado,,ctornado,,,Tornado,,,"(DECO Cassette) (US)",,,,,,,,,,,,,,,
ctribe,,ctribe,,,"The Combatribes",,,(US),,,,,,,,,,,,,,,
ctribe,,ctribe1,,,"The Combatribes",,,"(US set 1?)",,,,,,,,,,,,,,,
ctribe,,ctribeb,,,"The Combatribes",,,"(bootleg set 1)",,,,,,,,,,,,,,,
ctribe,,ctribej,,,"The Combatribes",,,(Japan),,,,,,,,,,,,,,,
ctribe,,ctribeb2,,,"The Combatribes",,,"(bootleg set 2)",,,,,,,,,,,,,,,
ctsttape,,ctsttape,,,"Test Tape",,,"(DECO Cassette) (US)",,,,,,,,,,,,,,,
cubeqst,,cubeqsta,,,"Cube Quest",,,(12/30/83),,,,,,,,,,,,,,,
cubeqst,,cubeqst,,,"Cube Quest",,,(01/04/84),,,,,,,,,,,,,,,
cubo,,cubo,,,"Cubo BIOS",,,,,,,,,,,,,,,,,,
cubybop,,cubybop,,,"Cuby Bop",,,"(location test)",,,,,,,,,,,,,,,
cuebrick,,cuebrickj,,,"Cue Brick",,,(Japan),,,,,,,,,,,,,,,
cuebrick,,cuebrick,,,"Cue Brick",,,"(World, version D)",,,,,,,,,,,,,,,
cultname,,cultname,,,"Seimei-Kantei-Meimei-Ki Cult Name",,,,,,,,,,,,,,,,,,
cultures,,cultures,,,"Jibun wo Migaku Culture School Mahjong Hen",,,,,,,,,,,,,,,,,,
cuoreuno,,cuoreuno,,,"Cuore 1",,,(Italian),,,,,,,,,,,,,,,
cupfinal,,hthero93,,,"Hat Trick Hero '93",,,"(Ver 1.0J 1993/02/28)",,,,,,,,,,,,,,,
cupfinal,,hthero93u,,,"Hat Trick Hero '93",,,"(Ver 1.0A 1993/02/28)",,,,,,,,,,,,,,,
cupfinal,,cupfinal,,,"Taito Cup Finals",,,"(Ver 1.0O 1993/02/28)",,,,,,,,,,,,,,,
cupsoc,,olysoc92b,,,"Olympic Soccer '92",,,"(set 3)",,,,,,,,,,,,,,,
cupsoc,,cupsocsb3,,,"Seibu Cup Soccer :Selection:",,,"(bootleg, set 3)",,,,,,,,,,,,,,,
cupsoc,,cupsocsb2,,,"Seibu Cup Soccer :Selection:",,,"(bootleg, set 2)",,,,,,,,,,,,,,,
cupsoc,,cupsocs,,,"Seibu Cup Soccer :Selection:",,,"(set 1)",,,,,,,,,,,,,,,
cupsoc,,cupsocs2,,,"Seibu Cup Soccer :Selection:",,,"(set 2)",,,,,,,,,,,,,,,
cupsoc,,cupsocsb,,,"Seibu Cup Soccer :Selection:",,,"(bootleg, set 1)",,,,,,,,,,,,,,,
cupsoc,,olysoc92,,,"Olympic Soccer '92",,,"(set 1)",,,,,,,,,,,,,,,
cupsoc,,cupsoca,,,"Seibu Cup Soccer",,,"(set 2)",,,,,,,,,,,,,,,
cupsoc,,goal92,,,"Goal! '92",,,,,,,,,,,,,,,,,,
cupsoc,,cupsocb,,,"Seibu Cup Soccer",,,"(set 3)",,,,,,,,,,,,,,,
cupsoc,,olysoc92a,,,"Olympic Soccer '92",,,"(set 2)",,,,,,,,,,,,,,,
cupsoc,,cupsoc,,,"Seibu Cup Soccer",,,"(set 1)",,,,,,,,,,,,,,,
curvebal,,curvebal,,,"Curve Ball",,,,,,,,,,,,,,,,,,
cutefght,,cutefght,,,"Cute Fighter",,,,,,,,,,,,,,,,,,
cutieq,,cutieq,,,"Cutie Q",,,,,,,,,,,,,,,,,,
cvs2gd,,cvs2gd,,,"Capcom Vs. SNK 2 Millionaire Fighting 2001",,,"(Rev A) (GDL-0007A)",,,,,,,,,,,,,,,
cvsgd,,cvsgd,,,"Capcom Vs. SNK Millennium Fight 2000 Pro",,,"(Japan) (GDL-0004)",,,,,,,,,,,,,,,
cworld,,cworld,,,"Capcom World",,,(Japan),,,,,,,,,,,,,,,
cworld2j,,cworld2jb,,,"Adventure Quiz Capcom World 2",,,"(Japan 920611, B-Board 91634B-2)",,,,,,,,,,,,,,,
cworld2j,,cworld2ja,,,"Adventure Quiz Capcom World 2",,,"(Japan 920611, B-Board 90629B-3, no battery)",,,,,,,,,,,,,,,
cworld2j,,cworld2j,,,"Adventure Quiz Capcom World 2",,,"(Japan 920611)",,,,,,,,,,,,,,,
cybattlr,,cybattlr,,,Cybattler,,,,,,,,,,,,,,,,,,
cyberbal,,cyberbal2p,,,"Cyberball 2072",,,"(2 player, rev 4)",,,,,,,,,,,,,,,
cyberbal,,cyberbal2p1,,,"Cyberball 2072",,,"(2 player, rev 1)",,,,,,,,,,,,,,,
cyberbal,,cyberbal,,,Cyberball,,,"(rev 4)",,,,,,,,,,,,,,,
cyberbal,,cyberbal2,,,Cyberball,,,"(rev 2)",,,,,,,,,,,,,,,
cyberbal,,cyberbalt,,,"Tournament Cyberball 2072",,,"(rev 2)",,,,,,,,,,,,,,,
cyberbal,,cyberbalt1,,,"Tournament Cyberball 2072",,,"(rev 1)",,,,,,,,,,,,,,,
cyberbal,,cyberbalp,,,Cyberball,,,(prototype),,,,,,,,,,,,,,,
cyberbal,,cyberbal2p2,,,"Cyberball 2072",,,"(2 player, rev 2)",,,,,,,,,,,,,,,
cyberbal,,cyberbal2p3,,,"Cyberball 2072",,,"(2 player, rev 3)",,,,,,,,,,,,,,,
cyberlip,,cyberlip,,,Cyber-Lip,,,(NGM-010),,,,,,,,,,,,,,,
cybertnk,,cybertnk,,,"Cyber Tank",,,(v1.4),,,,,,,,,,,,,,,
cybots,,cybots,,,"Cyberbots: Fullmetal Madness",,,"(Euro 950424)",,,,,,,,,,,,,,,
cybots,,cybotsj,,,"Cyberbots: Fullmetal Madness",,,"(Japan 950420)",,,,,,,,,,,,,,,
cybots,,cybotsu,,,"Cyberbots: Fullmetal Madness",,,"(USA 950424)",,,,,,,,,,,,,,,
cybrcomm,,cybrcomm,,,"Cyber Commando",,,"(Rev. CY1, Japan)",,,,,,,,,,,,,,,
cybrcycc,,cybrcycc,,,"Cyber Cycles",,,"(Rev. CB2 Ver.C)",,,,,,,,,,,,,,,
cybsled,,cybsledj,,,"Cyber Sled",,,(Japan),,,,,,,,,,,,,,,
cybsled,,cybsled,,,"Cyber Sled",,,(World),,,,,,,,,,,,,,,
cyclshtg,,cyclshtg,,,"Cycle Shooting",,,,,,,,,,,,,,,,,,
cyclshtg,,bronx,,,Bronx,,,,,,,,,,,,,,,,,,
cyclwarr,,cyclwarra,,,"Cycle Warriors",,,"(rev B)",,,,,,,,,,,,,,,
cyclwarr,,cyclwarr,,,"Cycle Warriors",,,"(rev C)",,,,,,,,,,,,,,,
cyvern,,cyvernj,,,Cyvern,,,(Japan),,,,,,,,,,,,,,,
cyvern,,cyvern,,,Cyvern,,,(US),,,,,,,,,,,,,,,
czeroize,,czeroize,,,Zeroize,,,"(DECO Cassette) (US)",,,,,,,,,,,,,,,
czmon_13,,czmon_7,,,"Crazy Monkey",,,"(031110 World)",,,,,,,,,,,,,,,
czmon_13,,czmon_13,,,"Crazy Monkey",,,"(100311 World)",,,,,,,,,,,,,,,
dacholer,,dacholer,,,Dacholer,,,,,,,,,,,,,,,,,,
dai2kaku,,dai2kaku,,,Dai-Dai-Kakumei,,,(Japan),,,,,,,,,,,,,,,
daikaiju,,daikaiju,,,"Daikaiju no Gyakushu",,,,,,,,,,,,,,,,,,
daioh,,daioha,,,Daioh,,,(earlier),,,,,,,,,,,,,,,
daioh,,daioh,,,Daioh,,,,,,,,,,,,,,,,,,
daireika,,daireika,,,"Mahjong Daireikai",,,(Japan),,,,,,,,,,,,,,,
daiskiss,,daiskiss,,,Daisu-Kiss,,,"(ver JAA)",,,,,,,,,,,,,,,
daisyari,,daisyari,,,"Daisyarin [BET]",,,(Japan),,,,,,,,,,,,,,,
daitorid,,daitorida,,,Daitoride,,,"(YMF278B version)",,,,,,,,,,,,,,,
daitorid,,daitorid,,,Daitoride,,,,,,,,,,,,,,,,,,
daiyogen,,daiyogen,,,"Mahjong Daiyogen",,,(Japan),,,,,,,,,,,,,,,
dakkochn,,dakkochn,,,"DakkoChan House",,,"(MC-8123B, 317-5014)",,,,,,,,,,,,,,,
dambustr,,dambustruk,,,Dambusters,,,(UK),,,,,,,,,,,,,,,
dambustr,,dambustra,,,Dambusters,,,"(US, set 2)",,,,,,,,,,,,,,,
dambustr,,dambustr,,,Dambusters,,,"(US, set 1)",,,,,,,,,,,,,,,
danceyes,,danceyesj,,,"Dancing Eyes",,,"(Japan, DC1/VER.A)",,,,,,,,,,,,,,,
danceyes,,danceyes,,,"Dancing Eyes",,,"(US, DC3/VER.C)",,,,,,,,,,,,,,,
danchih,,danchih,,,"Danchi de Hanafuda",,,"(J 990607 V1.400)",,,,,,,,,,,,,,,
dangar,,dangarb,,,"Ufo Robo Dangar",,,(9/26/1986),,,,,,,,,,,,,,,
dangar,,dangar,,,"Ufo Robo Dangar",,,(4/07/1987),,,,,,,,,,,,,,,
dangcurv,,dangcurv,,,"Dangerous Curves",,,"(Ver 2.2 J)",,,,,,,,,,,,,,,
dangerz,,dangerz,,,"Danger Zone",,,,,,,,,,,,,,,,,,
dangseed,,dangseed,,,"Dangerous Seed",,,(Japan),,,,,,,,,,,,,,,
dankuga,,dankuga,,,Dan-Ku-Ga,,,"(Ver 0.0J 1994/12/13, prototype)",,,,,,,,,,,,,,,
daraku,,daraku,,,"Daraku Tenshi - The Fallen Angels",,,,,,,,,,,,,,,,,,
darius,,dariuso,,,Darius,,,(Japan),,,,,,,,,,,,,,,
darius,,dariusj,,,Darius,,,"(Japan, rev 1)",,,,,,,,,,,,,,,
darius,,dariuse,,,"Darius Extra Version",,,(Japan),,,,,,,,,,,,,,,
darius,,darius,,,Darius,,,"(World, rev 2)",,,,,,,,,,,,,,,
darius2,,darius2do,,,"Darius II",,,"(dual screen) (Japan, Rev 1)",,,,,,,,,,,,,,,
darius2,,darius2d,,,"Darius II",,,"(dual screen) (Japan, Rev 2)",,,,,,,,,,,,,,,
darius2,,sagaia,,,Sagaia,,,"(dual screen) (World)",,,,,,,,,,,,,,,
darius2,,darius2,,,"Darius II",,,"(triple screen) (Japan)",,,,,,,,,,,,,,,
dariusg,,dariusg,,,"Darius Gaiden - Silver Hawk",,,"(Ver 2.5O 1994/09/19)",,,,,,,,,,,,,,,
dariusg,,dariusgu,,,"Darius Gaiden - Silver Hawk",,,"(Ver 2.5A 1994/09/19)",,,,,,,,,,,,,,,
dariusg,,dariusgj,,,"Darius Gaiden - Silver Hawk",,,"(Ver 2.5J 1994/09/19)",,,,,,,,,,,,,,,
dariusgx,,dariusgx,,,"Darius Gaiden - Silver Hawk Extra Version",,,"(Ver 2.7J 1995/03/06) (Official Hack)",,,,,,,,,,,,,,,
darkedge,,darkedge,,,"Dark Edge",,,(World),,,,,,,,,,,,,,,
darkedge,,darkedgej,,,"Dark Edge",,,(Japan),,,,,,,,,,,,,,,
darkhleg,,darkhleg,,,"Dark Horse Legend",,,"(GX706 VER. JAA)",,,,,,,,,,,,,,,
darkmist,,darkmist,,,"The Lost Castle In Darkmist",,,,,,,,,,,,,,,,,,
darkplnt,,darkplnt,,,"Dark Planet",,,,,,,,,,,,,,,,,,
darkseal,,gatedoom,,,"Gate of Doom",,,"(US revision 4)",,,,,,,,,,,,,,,
darkseal,,darkseal,,,"Dark Seal",,,"(World revision 3)",,,,,,,,,,,,,,,
darkseal,,darksealj,,,"Dark Seal",,,"(Japan revision 4)",,,,,,,,,,,,,,,
darkseal,,darkseal1,,,"Dark Seal",,,"(World revision 1)",,,,,,,,,,,,,,,
darkseal,,gatedoom1,,,"Gate of Doom",,,"(US revision 1)",,,,,,,,,,,,,,,
darktowr,,darktowr,,,"Dark Tower",,,,,,,,,,,,,,,,,,
darkwar,,darkwar,,,"Dark Warrior",,,,,,,,,,,,,,,,,,
darwin,,darwin,,,"Darwin 4078",,,(Japan),,,,,,,,,,,,,,,
dayto2pe,,dayto2pe,,,"Daytona USA 2 Power Edition",,,,,,,,,,,,,,,,,,
daytona,,daytona93,,,"Daytona USA Deluxe '93",,,,,,,,,,,,,,,,,,
daytona,,daytona,,,"Daytona USA",,,"(Japan, Revision A)",,,,,,,,,,,,,,,
daytona,,daytonat,,,"Daytona USA",,,"(Japan, Turbo hack, set 1)",,,,,,,,,,,,,,,
daytona,,daytonam,,,"Daytona USA",,,"(Japan, To The MAXX)",,,,,,,,,,,,,,,
daytona,,daytonas,,,"Daytona USA",,,"(With Saturn Adverts)",,,,,,,,,,,,,,,
daytona2,,daytona2,,,"Daytona USA 2",,,"(Revision A)",,,,,,,,,,,,,,,
dazzler,,dazzler,,,Dazzler,,,,,,,,,,,,,,,,,,
dblaxle,,dblaxleu,,,"Double Axle",,,"(US, earlier)",,,,,,,,,,,,,,,
dblaxle,,pwheelsj,,,"Power Wheels",,,(Japan),,,,,,,,,,,,,,,
dblaxle,,dblaxle,,,"Double Axle",,,(US),,,,,,,,,,,,,,,
dblchal,,dblchal,,,"Double Challenge",,,"(Version 1.5R, set 1)",,,,,,,,,,,,,,,
dblchal,,dblchalo,,,"Double Challenge",,,"(Version 1.1)",,,,,,,,,,,,,,,
dblchal,,dblchalv1,,,"Double Challenge",,,"(Version 1.5R Dual)",,,,,,,,,,,,,,,
dblchal,,dblchalc1,,,"Double Challenge",,,"(Version 1.5R, set 2)",,,,,,,,,,,,,,,
dblchal,,dblchald1,,,"Double Challenge",,,"(Version 1.5R, set 3)",,,,,,,,,,,,,,,
dbldynj,,dbldynj,,,"The Double Dynamites",,,"(Japan, 13NOV89)",,,,,,,,,,,,,,,
dbldynj,,dbldynu,,,"The Double Dynamites",,,"(US, 13NOV89)",,,,,,,,,,,,,,,
